title,tags
Sympathy for Lady Vengeance,"after a 13-year imprisonment for the kidnap and murder of a 6 year old boy, beautiful lee guem-ja start seeking revenge on the man that wa really responsible for the boy's death. with the help of fellow inmate and reunited with her daughter, she get closer and closer to her goal. but will her action lead to the relief she seeks? drama thriller independent_film choi_min-sik lee_young-ae kwon_yea-young park_chan-wook all she wanted wa a peaceful life... they didn't give it."
Mean Machine,"disgraced ex-england captain (danny 'mean machine' meehan) is thrown in jail for assaulting two police officers. he keep his head down and ha the opportunity to forget everything and change the life of the prisoners. these prisoner have the chance to put one over the evil guards. the prisoner are lead by danny and the whole of the prison, guard aside, are behind them. comedy drama prison sport amateur_soccer soccer_coach vinnie_jones david_kelly david_hemmings barry_skolnick it's not just about football, it's about pride inside!"
Blackthorn,"in bolivia, butch cassidy (now calling himself james blackthorne) pine for one last sight of home, an adventure that aligns him with a young robber and make the duo a target for gang and lawman alike. adventure action western robbery miner treachery sundance_kid native_peoples butch_cassidy sam_shepard magaly_solier eduardo_noriega mateo_gil no destiny"
After.Life,"a young woman caught between life and death... and a funeral director who appears to have the gift of transitioning the dead, but might just be intent on burying her alive. drama horror mystery thriller wheelchair nightmare funeral injection cry casket shovel lily argument crucifix woman_director liam_neeson justin_long christina_ricci agnieszka_wojtowicz-vosloo life is the symptom. death is the cure."
One Flew Over the Cuckoo's Nest,"while serving time for insanity at a state mental hospital, implacable rabble-rouser, randle patrick mcmurphy inspires his fellow patient to rebel against the authoritarian rule of head nurse, mildred ratched. drama individual rebel self-destruction wheelchair lunatic_asylum dying_and_death rage_and_hate freedom insanity basic_rights_and_human_rights psychiatrist jack_nicholson louise_fletcher danny_devito miloš_forman if he's crazy, what doe that make you?"
Airlift,"when iraq invades kuwait in august, 1990, a callous indian businessman becomes the spokesperson for more than 170,000 stranded countrymen. thriller action drama history evacuation war based_on_true_story iraq_war akshay_kumar nimrat_kaur feryna_wazheir raja_menon 170,000 refugees, 488 flights, 59 days, 1 man"
The Sweeney,"based on the '70s uk tv show, the sweeney is an action-packed british police thriller from the director of football factory. jack regan (ray winstone), a hardened cop who doesn’t play by the rules, is confronted with a criminal from his past. with sidekick george carter (ben drew aka plan b) they are put on the case of a jewellery store heist that end in a killing. but is that killing really an execution in disguise? with pressure from his bos and the fact that regan is having an affair with that boss’s wife, it’s not going to be easy for him to stay out of trouble. action drama crime british based_on_tv_series ray_winstone ben_drew hayley_atwell nick_love act like a criminal to catch a criminal."
Sexy Beast,"gary is a former gangster who ha made a modest amount of money from his criminal career. happy to put his life of crime behind him, he ha retired with his wife deedee to the sunny bliss of rural spain, where he life an idyllic life with his family and a few close friends. but gary's contentment is ruptured by an unwelcome visitor from his past. don. crime drama thriller spain sex nudity psychopath murder heist money gangster violence criminal retired hunting safecracker brutal leisure ray_winstone ben_kingsley ian_mcshane jonathan_glazer there's a bit of the beast in all of us."
High School Musical,"troy (zac efron), the popular captain of the basketball team, and gabriella (vanessa anne hudgens), the brainy and beautiful member of the academic club, break all the rule of east high society when they secretly audition for the lead in the school's musical. as they reach for the star and follow their dreams, everyone learns about acceptance, teamwork, and being yourself. and it's all set to fun tune and very cool dance moves! comedy drama family music tv_movie becoming_an_adult musical music high_school school_performance high_school_sports jock teenager clique theater peer_pressure teenage_romance zac_efron vanessa_hudgens ashley_tisdale kenny_ortega this school rocks like no other!"
Night Watch,"among normal human live the ""others"" possessing various supernatural powers. they are divided up into the force of light and the force of the dark, who signed a truce several century ago to end a devastating battle. ever since, the force of light govern the day while the night belongs to their dark opponents. in modern day moscow the dark others actually roam the night a vampire while a ""night watch"" of light forces, among them anton, the movie's protagonist, try to control them and limit their outrage fantasy action thriller witch subway fight airplane owl todfeind guard blood moscow konstantin_khabenskiy vladimir_menshov galina_tyunina timur_bekmambetov all that stands between light and darkness is the night watch."
